Species,Treatment,Core,Timepoint,Sym.Host.old,Sym.Host,logSH,Y2,PropD.old,PropD,Batch,DHW,Recov.Days,Date,InitialDom,PropDAv,Colony
M.cavernosa,Bleached,3-39-d,Recovery,0.04333182,0.004020444,-2.39572595,0.261,0.99064119,0.99064119,2,NaN,31,06/01/2020,C,0.439014519,39
M.cavernosa,Control,3-67-a,Post-bleach,0.359013869,0.033310284,-1.477421659,NA,0,0,1,NaN,NaN,07/06/2019,NA,NA,67
M.cavernosa,Control,3-67-a,Pre-bleach,0.039985243,0.00370994,-2.43063314,NA,0,0,1,NaN,NaN,22/05/2019,NA,NA,67
M.cavernosa,Control,3-67-a,Pre-outplant,0.037191364,0.003450716,-2.462090775,NA,0,0,1,NaN,NaN,14/08/2019,NA,NA,67
M.cavernosa,Bleached,3-67-b,Post-bleach,0.09040908,0.008388401,-2.076320836,0.207,0,0,1,6.07,NaN,09/06/2019,C,0.037037037,67
M.cavernosa,Bleached,3-67-b,Pre-bleach,0.147942809,0.013726537,-1.862439024,0.532,0,0,1,0,NaN,22/05/2019,C,0.001442875,67
M.cavernosa,Bleached,3-67-b,Pre-outplant,0.262630051,0.024367531,-1.613188466,0.244,0.96319597,0.96319597,1,NaN,66,14/08/2019,C,0.938948279,67
M.cavernosa,Bleached,3-67-b,Recovery,9.26E-04,8.59E-05,-4.065828077,0.195,0,0,1,NaN,31,10/07/2019,C,0.439014519,67
M.cavernosa,Bleached,3-67-c,Post-bleach,8.92E-05,8.27E-06,-5.082406372,3.35E-01,0,0,2,7.86,NaN,09/12/2019,C,0.037037037,67
M.cavernosa,Bleached,3-67-c,Pre-bleach,0.295680598,0.027434051,-1.561710058,0.61,0,0,2,0,NaN,17/11/2019,C,0.001442875,67
M.cavernosa,Bleached,3-67-c,Pre-outplant,0.065244729,0.006053584,-2.217987451,0.339,1,1,2,NaN,88,05/03/2020,C,0.938948279,67
M.cavernosa,Bleached,3-67-c,Recovery,0,0,-6.5,0.384,NaN,NA,2,NaN,31,09/01/2020,C,0.439014519,67
M.cavernosa,Bleached,3-67-d,Post-bleach,1.58E-04,1.47E-05,-4.833605081,2.79E-01,0,0,2,7.86,NaN,09/12/2019,C,0.037037037,67
M.cavernosa,Bleached,3-67-d,Pre-bleach,0.040291281,0.003738335,-2.42732181,0.58,0,0,2,0,NaN,17/11/2019,C,0.001442875,67
M.cavernosa,Bleached,3-67-d,Pre-outplant,0.102385837,0.009499637,-2.022292998,0.308,0.990972618,0.990972618,2,NaN,88,05/03/2020,C,0.938948279,67
M.cavernosa,Bleached,3-67-d,Recovery,0,0,-6.5,0.348,NaN,NA,2,NaN,31,09/01/2020,C,0.439014519,67
M.cavernosa,Bleached,3-68-a,Post-bleach,0.007407033,0.000687245,-3.162888605,0.08,0,0,1,9.07,NaN,25/06/2019,C,0.037037037,68
M.cavernosa,Bleached,3-68-a,Pre-bleach,0.01979955,0.001837056,-2.735877556,0.545,0,0,1,0,NaN,22/05/2019,C,0.001442875,68
M.cavernosa,Bleached,3-68-a,Pre-outplant,0.012052742,0,-6.5,0.286,1,NA,1,NaN,50,14/08/2019,C,0.938948279,68
M.cavernosa,Bleached,3-68-a,Recovery,0,0,-6.5,0.29,NaN,NA,1,NaN,31,26/07/2019,C,0.439014519,68
M.cavernosa,Control,3-68-b,Post-bleach,0.52217724,0.048449026,-1.314714946,NA,0,0,1,NaN,NaN,07/06/2019,NA,NA,68
M.cavernosa,Control,3-68-b,Pre-bleach,0.029230362,0.002712073,-2.566698698,NA,0,0,1,NaN,NaN,22/05/2019,NA,NA,68
M.cavernosa,Control,3-68-b,Pre-outplant,0.184297893,0.01709966,-1.767012515,NA,0,0,1,NaN,NaN,14/08/2019,NA,NA,68
M.cavernosa,Bleached,3-68-c,Post-bleach,8.38E-04,7.77E-05,-4.109477426,3.01E-01,0,0,2,9.36,NaN,12/12/2019,C,0.037037037,68
M.cavernosa,Bleached,3-68-c,Pre-bleach,0.238921979,0.022167832,-1.654276782,0.557,0,0,2,0,NaN,17/11/2019,C,0.001442875,68
M.cavernosa,Bleached,3-68-c,Pre-outplant,0.009853429,0.000914228,-3.038945497,0.415,0.995272576,0.995272576,2,NaN,85,05/03/2020,C,0.938948279,68
M.cavernosa,Bleached,3-68-c,Recovery,0,0,-6.5,0.373,NaN,NA,2,NaN,31,12/01/2020,C,0.439014519,68
M.cavernosa,Control,3-68-d,Post-bleach,0.020683318,0.001919055,-2.716912666,NA,0,0,2,NaN,NaN,06/12/2019,NA,NA,68
M.cavernosa,Control,3-68-d,Pre-bleach,0.092117016,0.008546868,-2.068193026,NA,0,0,2,NaN,NaN,17/11/2019,NA,NA,68
M.cavernosa,Control,3-68-d,Pre-outplant,0.082047972,0.007612634,-2.118465035,NA,0,0,2,NaN,NaN,05/03/2020,NA,NA,68
M.cavernosa,Bleached,3-71-a,Post-bleach,0.053776195,0.004989502,-2.301942817,0.155,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,71
M.cavernosa,Bleached,3-71-a,Pre-bleach,0.056469336,0.005239379,-2.280720203,0.536,0,0,1,0,NaN,22/05/2019,C,0.001442875,71
M.cavernosa,Bleached,3-71-a,Pre-outplant,0.048872409,0.004534515,-2.343469139,0.309,0.963489697,0.963489697,1,NaN,66,14/08/2019,C,0.938948279,71
M.cavernosa,Bleached,3-71-a,Recovery,0.002166544,0.000201018,-3.696765302,0.353,0,0,1,NaN,31,10/07/2019,C,0.439014519,71
M.cavernosa,Bleached,3-71-b,Post-bleach,0.014299529,0.001326749,-2.877211139,0.153,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,71
M.cavernosa,Bleached,3-71-b,Pre-bleach,0.018894517,0.001753085,-2.756197081,0.501,0,0,1,0,NaN,22/05/2019,C,0.001442875,71
M.cavernosa,Bleached,3-71-b,Pre-outplant,0.104694087,0.009713803,-2.012610729,0.24,0.980611304,0.980611304,1,NaN,66,14/08/2019,C,0.938948279,71
M.cavernosa,Bleached,3-71-b,Recovery,0.001048914,9.73E-05,-4.011793193,0.362,0,0,1,NaN,31,10/07/2019,C,0.439014519,71
M.cavernosa,Bleached,3-71-c,Post-bleach,4.06E-04,3.77E-05,-4.423935259,3.34E-01,1,1,2,7.86,NaN,09/12/2019,C,0.037037037,71
M.cavernosa,Bleached,3-71-c,Pre-bleach,0.048147726,0.004467277,-2.349957102,0.542,0,0,2,0,NaN,17/11/2019,C,0.001442875,71
M.cavernosa,Bleached,3-71-c,Pre-outplant,0.017904986,0.001661273,-2.779558908,0.383,1,1,2,NaN,88,05/03/2020,C,0.938948279,71
M.cavernosa,Bleached,3-71-c,Recovery,0,0,-6.5,0.384,NaN,NA,2,NaN,31,09/01/2020,C,0.439014519,71
M.cavernosa,Bleached,3-71-d,Post-bleach,7.39E-04,6.85E-05,-4.16411437,2.93E-01,0,0,2,9.36,NaN,12/12/2019,C,0.037037037,71
M.cavernosa,Bleached,3-71-d,Pre-bleach,2.683491805,0.248981677,-0.603832612,0.559,0,0,2,0,NaN,17/11/2019,C,0.001442875,71
M.cavernosa,Bleached,3-71-d,Pre-outplant,0.015415283,0.001430272,-2.844581387,0.334,1,1,2,NaN,85,05/03/2020,C,0.938948279,71
M.cavernosa,Bleached,3-71-d,Recovery,2.07E-05,1.92E-06,-5.715923998,0.347,0,0,2,NaN,31,12/01/2020,C,0.439014519,71
M.cavernosa,Bleached,3-72-a,Post-bleach,0.380405888,0.035295094,-1.452285655,0.171,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,72
M.cavernosa,Bleached,3-72-a,Pre-bleach,0.59899318,0.055576218,-1.255111007,0.533,0,0,1,0,NaN,22/05/2019,C,0.001442875,72
M.cavernosa,Bleached,3-72-a,Pre-outplant,2.662136419,0.247000266,-0.607302578,0.313,0.994070908,0.994070908,1,NaN,66,14/08/2019,C,0.938948279,72
M.cavernosa,Bleached,3-72-a,Recovery,9.60E-04,8.91E-05,-4.050174517,0.337,0,0,1,NaN,31,10/07/2019,C,0.439014519,72
M.cavernosa,Bleached,3-72-b,Post-bleach,0.089411951,0.008295884,-2.081137315,0.143,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,72
M.cavernosa,Bleached,3-72-b,Pre-bleach,0.27170471,0.025209503,-1.598435717,0.545,0,0,1,0,NaN,22/05/2019,C,0.001442875,72
M.cavernosa,Bleached,3-72-b,Pre-outplant,5.428106533,0.503634506,-0.297884523,0.292,0.99899969,0.99899969,1,NaN,66,14/08/2019,C,0.938948279,72
M.cavernosa,Bleached,3-72-b,Recovery,0.007120048,4.71E-05,-4.327423143,0.312,0.928775925,0,1,NaN,31,10/07/2019,C,0.439014519,72
M.cavernosa,Bleached,3-72-c,Post-bleach,0.002246059,0.000208395,-3.681111742,3.13E-01,0,0,2,7.86,NaN,09/12/2019,C,0.037037037,72
M.cavernosa,Bleached,3-72-c,Pre-bleach,0.075569729,0.007011565,-2.154185021,0.565,0.043286258,0.043286258,2,0,NaN,17/11/2019,C,0.001442875,72
M.cavernosa,Bleached,3-72-c,Pre-outplant,0.520693092,0.048311323,-1.315951069,0.296,1,1,2,NaN,88,05/03/2020,C,0.938948279,72
M.cavernosa,Bleached,3-72-c,Recovery,0.027327649,0.002535534,-2.595930611,0.27,1,1,2,NaN,31,09/01/2020,C,0.439014519,72
M.cavernosa,Control,3-72-d,Post-bleach,0.282654483,0.026225453,-1.581277008,NA,0,0,2,NaN,NaN,06/12/2019,NA,NA,72
M.cavernosa,Control,3-72-d,Pre-bleach,0.146971821,0.013636446,-1.865298809,NA,0,0,2,NaN,NaN,17/11/2019,NA,NA,72
M.cavernosa,Control,3-72-d,Pre-outplant,0.137939876,0.012798437,-1.892843053,NA,0,0,2,NaN,NaN,05/03/2020,NA,NA,72
M.cavernosa,Control,3-87-a,Post-bleach,0.187844591,0.017428733,-1.75873419,NA,0,0,1,NaN,NaN,07/06/2019,NA,NA,87
M.cavernosa,Control,3-87-a,Pre-bleach,0.010912394,0.001012482,-2.994612837,NA,0,0,1,NaN,NaN,22/05/2019,NA,NA,87
M.cavernosa,Control,3-87-a,Pre-outplant,0.053720312,0.002789867,-2.554416453,NA,0,0,1,NaN,NaN,14/08/2019,NA,NA,87
M.cavernosa,Bleached,3-87-b,Post-bleach,0.093662248,0.008690238,-2.060968306,0.248,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,87
M.cavernosa,Bleached,3-87-b,Pre-bleach,0.004553247,0.000422463,-3.374211662,0.518,0,0,1,0,NaN,22/05/2019,C,0.001442875,87
M.cavernosa,Bleached,3-87-b,Pre-outplant,0.030068823,0.004984317,-2.302394362,0.248,0.936332573,0.936332573,1,NaN,66,14/08/2019,C,0.938948279,87
M.cavernosa,Bleached,3-87-b,Recovery,0.001051591,9.76E-05,-4.010686205,0.18,0.256799866,0.256799866,1,NaN,31,10/07/2019,C,0.439014519,87
M.cavernosa,Bleached,3-87-c,Post-bleach,0,0,-6.5,3.24E-01,NaN,NA,2,7.86,NaN,09/12/2019,C,0.037037037,87
M.cavernosa,Bleached,3-87-c,Pre-bleach,0.204491316,0.018973261,-1.721858016,0.549,0,0,2,0,NaN,17/11/2019,C,0.001442875,87
M.cavernosa,Bleached,3-87-c,Pre-outplant,0.049206925,0.004565552,-2.34050666,0.252,1,1,2,NaN,88,05/03/2020,C,0.938948279,87
M.cavernosa,Bleached,3-87-c,Recovery,0,0,-6.5,0.33,NaN,NA,2,NaN,31,09/01/2020,C,0.439014519,87
M.cavernosa,Control,3-87-d,Post-bleach,0.04099556,0.00380368,-2.419796061,NA,0,0,2,NaN,NaN,06/12/2019,NA,NA,87
M.cavernosa,Control,3-87-d,Pre-bleach,0.425022606,0.039434755,-1.404120855,NA,0,0,2,NaN,NaN,17/11/2019,NA,NA,87
M.cavernosa,Control,3-87-d,Pre-outplant,0.010107791,0.000937828,-3.027876652,NA,0,0,2,NaN,NaN,05/03/2020,NA,NA,87
